id,lokasi,text,daya_tarik,amenitas,aksesibilitas,citra,harga,sdm
84890,Candi Prambanan,"This attraction is super cool and beautiful. Usually people knowing that site of Prambanan tample is just about an iconic Siwa tample, but the truth is there are so many other tamples!
Just explore more and the beauty of this place will show you!",1,-,-,-,-,-
84891,Candi Prambanan,"The ambiance is very sophisticated. I've watching Ramayana Ballet there, while enjoyed Wedang Uwuh in the garden cafe.",1,-,-,-,-,-
84892,Candi Prambanan,i bring my guest of japanese for many times here..and they said that prambanan so amazing....nice history...PROUD OF PRAMBANAN,1,-,-,-,-,-
84893,Candi Prambanan,"His place is cool, does not disappoint",1,-,-,-,-,-
84894,Candi Prambanan,"Don't miss the chance to visit Prambanan, the largest Hindu temple in the world and a UNESCO Heritage Site. We didn't have enough time to visit more than one site, so we waited out the the sunset here, our heads filled with stories from our tour guide who obviously takes pride in his being Javanese. Sadly, the stupas were damaged by an earthquake, as it is located in the ring of fire. Worth a visit!",1,-,-,1,-,1
84895,Candi Prambanan,Simply majestic! Hats off to the Indonesian Authorities for maintaining. Please put some lighting inside the temples.,1,0,-,-,-,1
84896,Candi Prambanan,Love this place. The tample is so beautiful,1,-,-,-,-,-
84898,Candi Prambanan,"Amazing, and not as crowded as Borobodur.",1,-,-,1,-,-
84899,Candi Prambanan,"Very recommended place to visit if we go to Yogyakarta
A very nice place to build an event",1,-,-,-,-,-
84900,Candi Prambanan,One of Indonesia's historical site from Hindus culture. It's a great place to enjoy the view though some of the small temples are under renovation. I enjoyed a jazz event last week with the background of this beautiful temple.,1,-,-,1,-,-
84901,Candi Prambanan,A good place to spend with fam while learning the past,1,-,-,-,-,-
84902,Candi Prambanan,The most beautiful place in Java. So iconic and memorable... Great story behind the building....,1,-,-,-,-,-
84903,Candi Prambanan,"Amazing place with traditional ambient, classic heritage that exist till now. The tample was cool and super clean. Really enjoyed that's place",1,1,-,1,-,-
84904,Candi Prambanan,Such an amazing place. 3-4 hours to spend there in a lovely afternoon. Easy to access by the local bus ( same as you can take for airport).,1,-,1,1,-,-
84905,Candi Prambanan,"This place is so fantastic. You can go here with your family, your friend, or your couple.",1,-,-,-,-,-
84908,Candi Prambanan,Majestic architecture..never ceases to amaze me every time..a must come for those who havent...its better if you read the story beforehand,1,-,-,-,-,-
84909,Candi Prambanan,was nice but then it started raining so that made the day not good took only a few photos,1,-,-,-1,-,-
84911,Candi Prambanan,Great Hindu temple with still in good preserved condition and amazing to studied...,1,-,-,1,-,-
84912,Candi Prambanan,The ancient hindu temple you can see the story at the wa of the temple.,1,-,-,-,-,-
84913,Candi Prambanan,"Prambanan is a beautiful temple, such a shame the rebuilding after the latest earthquake was still going on when I was there.",1,-1,-,-,-,-
84915,Candi Prambanan,Another magical and mesmerizing temple in Yogyakarta. About 10km from the city center. Beautiful especially during the sunset.,1,-,0,1,-,-
84916,Candi Prambanan,Nice place... Sooo wonderfull,1,-,-,-,-,-
84917,Candi Prambanan,"Amazing scenery and history. Very hot at 11 am, better to use sunblock cream. Exit way is too far away",1,-,-1,-1,-,-
84918,Candi Prambanan,I visited this place in 2018. Nice place for historical visit. Each temple has statue inside but the stairs is steeper than Borobudur's.,1,-,-,-,-,-
84919,Candi Prambanan,"Wow. Never expected the ganesha, brahma,, vishnu, durga, shiva statues  in the temple to be in good shape, n still energetic.lovedit.",1,-,-,-,-,-
84920,Candi Prambanan,"Great place and great view
If you going to Jogja you must come to prambanan",1,-,-,-,-,-
84921,Candi Prambanan,"Beautiful place to visit to discover the rich history and culture . The structure itself so artistic . 
For foreigner dont worrie cause theres guides that can lead to tell the history of this temp",1,-,-,-,-,1
84923,Candi Prambanan,Very nice place to see one of the ancient temples of Hindus. The carvings on the stones narrate the story of ramanay.,1,-,-,-,-,-
84924,Candi Prambanan,"ONE OF THE HISTORIC AND BEAUTIFUL PLACE, NO REGRET TO VISIT THIS AMAZING PLEACE!!!",1,-,-,-,-,-
84926,Candi Prambanan,"Sooooo in love with this place. Prambanan temple, so beautiful. I recommend to come here when the sunset or 4-5pm. You will see how beautiful is Prambanan temple",1,-,-,1,-,-
84927,Candi Prambanan,World heritage. One of that well managed tourist attraction,1,-,-,1,-,-
84928,Candi Prambanan,"Best candi ive ever seeen, love itt",1,-,-,-,-,-
84929,Candi Prambanan,"The temple's complex has been renovated and become organized. I love the Legend of Roro Jonggrang show so much that I hope I can return to see the moonlight version of it since I watched the indoor one, it's a new show but already impressed me",1,1,-,1,-,-
84930,Candi Prambanan,"Amazing human creation. I feel like it's a time travel. They wanna show us something. Untold story and never ending mystery from the past.

My husband and our baby girl are really enjoy this journey.

Overall, a recommended place to visit. You won't regret it. So much worth it!",1,-,-,-,-,-
84931,Candi Prambanan,"This temple is an amazing historical site. the whole temple area is managed well, spacious parking lot, parks, restaurants, gift shops, and public toilets. You may need to wear sun protection such as sunglasses, hats, hoodie, or umbrella. also, don't forget to stay hydrated. bring drinking water!",1,1,-,1,-,-
84932,Candi Prambanan,"Gooood place for vacation, but honestly the ticket price is too expensive. For domestic visitor, you'll be charge 50k for adult, and 25k for children ( 1 to 10 yo). If only I get mineral water or merchandise for this payment, I won't be complaining T_T",1,-,-,-,-1,-
84934,Candi Prambanan,"It's really nice, but is it not too expensive? Probably 75k/pax to visit 5 temples. Not just 3 different temples",1,-,-,-,-1,-
84935,Candi Prambanan,There are 16 temples in this area out of the 240 temples that are scattered around Yogyakarta. The structures are well restored and look impressive from afar. You will be amazed if you haven't been to any ancient Hindu temple in Southeast Asia like Angkor Wat. Tour guide said this place is not good for sunset as trees surrounding the temple grounds will block the sun rays.,1,-,0,1,-,-
84936,Candi Prambanan,Super  cool and must visit if you like historical places,1,-,-,-,-,-
84937,Candi Prambanan,"Its a temple,  located in the centre of the city...  Have a good view and easy to reached...",1,-,-,1,-,-
84938,Candi Prambanan,"great historical site, recommend visiting around golden hour (3-5pm)",1,-,-,-,-,-
84941,Candi Prambanan,The prambanan temple is one of the most visited temples by tourist beside Borobudur temple,1,-,-,-,-,-
84942,Candi Prambanan,Looooovveee it here.... prambanan i'm in love,1,-,-,-,-,-
84943,Candi Prambanan,Nothing beats this place in terms of being awed at the beauty of it. It's such a large area to explore and you need at least one day. All the different temples that show the development of Buddhism and Hinduism there. Breathtaking. Must experience it.,1,-,-,-,-,-
84944,Candi Prambanan,"Absolutely amazing. 
Just beautifull 
We are traveling around and we get a bis templesick and dont find them that impressive anymore 
Bu this one just wow!!",1,-,-,-,-,-
84948,Candi Prambanan,"Beautiful temple, nice scenery, little bit hot in the afternoon, clean",1,-,-,-1,-,-
84949,Candi Prambanan,"Hot place when you not using umbrella or hat when enter there, it's little bit overpriced, but view is good to take photograph.",1,-,-,-1,-1,-
84950,Candi Prambanan,"Amazing place. The place is clean, well maintained and organized. Highly recommended to get a local guide, we got one for 150,000 IDR (11 USD), without any bargaining. Entrance fee for none Indonesians is 25 USD. Guide can explain history and details behind the construction. Its no longer a place of worship but a historical location. Indonesian government has taken up the mammoth task of rebuilding the temple which was believed to be destroyed during 16th century earthquake. 

Try to be there to watch the sunrise or sunset.",1,1,-,1,0,1
84951,Candi Prambanan,"It was dreaming to visit Prambanan, but it become reality. Candi Prambanan is fantastic, gorgeous and awesome place to visit. Entree cost is 50.000 rupiahs",1,-,-,-,0,-
84952,Candi Prambanan,"It's not as popular as Borobudur, but in my opinion it is another must see near Jogja, especially it's very simple to get there. Just catch super cheap 1A transjogja bus. Haven't seen many foreign visitors there so it's quite likely you can be an attraction equal to the temple complex for the local tourists. Souvenir sellers don't cause much problems (compared to Borobudur) and you can buy cheap mangosteens here to have something to eat while sightseeing.",1,-,1,1,1,-
84954,Candi Prambanan,Wonderful and amazing place! So worth it! We stayed for sunset and was beautiful! Very crowded though.. would recommend to see too the candi sewu (a smaller temple in the complex). After we went to the ballet performance.. very nice too!,1,-,-,1,-,-
84956,Candi Prambanan,Bring your umbrella and drinks. It's so hot in here,-,-,-,-1,-,-
84957,Candi Prambanan,"Definetly worth to visit when coming to Jogjakarta. This is the second time I went here, and pretty amaze with the way local government runs this site, the ticketing gate is already on par with other world class tourist spot destination around the world.

One note, is that in windy days which is the time I visit, the dust was blown everywhere. I think they should change the pathway with brick pavement as the constant dust is very uncomfortable.",1,-1,-,-,-,-
84958,Candi Prambanan,"Loved it. A memorable experience indeed. Overall clean and well maintained site. All of the temple are clearly marked, maybe could use more historical background for the younger visitors to read & learn ... The mini zoo by the exit gate is definitely a nice addition, my children sure did enjoy it. I think a managed culinary area just outside the temple would be a good idea since I had quite a challenge finding proper lunch while we were there.",1,1,-,1,-,-
84959,Candi Prambanan,"Went there in October when there were only few people around.
Found a more mysterious, sacred kind of vibe.
It's really beautiful.",1,-,-,-,-,-
84960,Candi Prambanan,"Main tourist attractions for local and foreigner.

Avoid year-end of local holiday season.",1,-,-,-,-,-
84961,Candi Prambanan,First time got here...we have such a great treasure from the past civilation...,1,-,-,-,-,-
84962,Candi Prambanan,One of yogyakarta icon. Near with an airport. Prepare an umbrella. The water so hot,1,-,1,-1,-,-
84963,Candi Prambanan,"Hinduism temple with the largest one built to serve Siwa. Bring your sunglass, hat, bottled water and/or umbrella because its hot there.",1,-,-,-1,-,-
84964,Candi Prambanan,"Exotic Temple ! Historical place , I love sitting there for a long time... Instagramable picture you can take there, lovely place, most place should visit when you go to Jogjakarta!! Really recomended place to visit!!  I love being there !!",1,-,-,1,-,-
84965,Candi Prambanan,"Its really a beautiful place where u can learn about it history, u can also take a lot of photo with the temple or the scenery, its really amazing place",1,-,-,1,-,-
84966,Candi Prambanan,"Explored the vast compounds of Prambanan Temple made up of several temples. You can buy a combo entrance ticket with Ratu Boko Temple, or Borobudur Temple to save. It's Rp 75.000 for an adult and Rp 35.000 for a child under 11. They provide a free shuttle service between Prambanan Temple and Ratu Boko Temple. You'll need your own transport for transfer to Borobudur but the ticket can be used on the next day. The complex has a number of recreational activities like horse riding for young kids, bicycle drifting, floating egg chair, many great spots for photography, and certainly lots of places to eat as well at the end of the visit. To have a rest, tried the herbal drinks aka jamu costing Rp 13.000 per cup, delicious serabi Solo (plain and chocolate pancake) at Rp 5.000 each, and kue puthu ayu as part of experiencing local riches and culture. Don't forget to visit the Prambanan museum too. I also like it that there are clear signs everywhere so you just need to follow the directions from entry to exit. Toilets inside the complex are free. On the exit way, numerous souvenir shops would be ready to entice you into buying a great variety of affordable products ranging from the famous bakpia (traditional local pastry), key rings, T-shirts, toys, and many others for your friends and families. Once you walk past all of those, contact your driver (if you have organised your own vehicle of course) to pick you up at the Exit gate, which is the Grab pick-up point.",1,1,1,1,1,-
84967,Candi Prambanan,"This place is under the same management with borobudur temple, so it is good place to visit. And my nephew actually believe that this was built within one night and the candis are actually 999.",1,-,-,-,-,-
84968,Candi Prambanan,"Trust me if you want to have great pics, come to Candi Prambanan. No regret.",1,-,-,1,-,-
84970,Candi Prambanan,Beautiful as always.a bit crowded  so better go there early in the morning. Wear a cap or bring umbrella and comfy shoes,1,-,-,0,-,-
84971,Candi Prambanan,Good place to learn Indonesian History. Dont forget to bring umbrella if you go there at day... Many spot to take photos.. great panorama...,1,-,-,1,-,-
84972,Candi Prambanan,"Really lovely grounds and temple a lot to see and do, you could easily spend half a day there. Recommend doing it for sunset.",1,-,-,1,-,-
84973,Candi Prambanan,"What a great place, historical places, beauty that cannot be described.......... Loved Indonesia",1,-,-,1,-,-
84974,Candi Prambanan,"Amazing trip, u can visit many temples by buying a package tour. There are two packages available for you.",1,-,-,-,-,-
84975,Candi Prambanan,Historical moments will tell you a romantic green scenery that never forget,1,-,-,-,-,-
84976,Candi Prambanan,"This place is good for you who wanna go enhancing your knowledge especially on historical object. If you have more time, do not hesitate to buy continous entry tickets to Borobudur and Prambanan temple which will give you more benefits like minimazing your cost. Only 75000 IDR (November 2019). Beware of the weather because it is extremely hot in the afternoon.",1,-,-,-1,1,-
84977,Candi Prambanan,"An ancient Hindunese temple that still atracts so many tourists to visit. Location is at the highway of Jogja and Solo, that makes it easy to reach.",1,-,1,-,-,-
84978,Candi Prambanan,Great place to visit... Amazing. Good sunset view,1,-,-,1,-,-
84980,Candi Prambanan,"Nice place, nice view, nice athmosphere. You will find somany temple here and you also can enter to see the Stupa inside like Ganesha and other. So, don't forget to visit here with your family or friends also your realitionship.",1,-,-,1,-,-
84982,Candi Prambanan,"Historic, study, enjoy with family, clean area a round temple.",1,1,-,1,-,-
84985,Candi Prambanan,Really nice temple. Not many foreign tourist in December. If you are coming from Europe every school groups want to take an interview with you in order to practise English and take pictures with you. Fortunatelly oirntour guide explaned to them that we have already taken 3 groups interviews and after a while we refused it...,1,-,-,-,-,1
84986,Candi Prambanan,"The largest hindu temple in Indonesia. Some temple broke after the earthquake. But still have great view, especialy when sunset",1,-,-,1,-,-
84987,Candi Prambanan,Nice place. More like a temple amusement park than anything.,1,-,-,-,-,-
84988,Candi Prambanan,Nice to visit at least once in a lifetime to know and appreciate indonesian culture and past indonesian architecture....^^,1,-,-,-,-,-
84989,Candi Prambanan,"Spectacular.

Worth coming to Jogjakarta just to see this bad boy its unreal the size and beauty of the place is amazing.",1,-,-,1,-,-
84990,Candi Prambanan,"I went here to watch the Ramayana Ballet show.. it begins at 7.30-9.30pm.. Learning the ancient Indonesian story... delicated show combining arts, music with traditional instruments and culture... i was thrilled..",1,-,-,-,-,-
84991,Candi Prambanan,Nice place but ticket expenesive. Reconstruction orf remaining 200 smaller temples very slow,1,-,-,-,-1,-
84992,Candi Prambanan,"This place is wonderful and have many playground, but gate location is very far from public transportation. Many people come here to take photo. Every year this place held prambanan Jazz music festival.You can buy handicraft at exit gate. You not allowed take temple photo using drone",1,-,-1,1,-,-
84993,Candi Prambanan,"You must visit this place. Everyone will tell you that you can see this kind of thing in India or Bali but they are wrong. This is an ancient Hindu temple being renovated and reborn, much bigger than anything you will see in Bali. Please be respectful of the temples and do not climb, etch your name, spit, etc. 

There is an area with animals that follows the temple. Go check out the large colorful land birds and feed the reindeer! There are also many funny photo opportunities after the temple area, including a picnic area under a giant Mango tree (beware of falling fruit!!) 

If you are a foreigner expect people to ask you for selfies. Be patient and kind with the locals!",1,-,-,1,-,-
84994,Candi Prambanan,Breathtaking temple complex. Allow 2-3 hours and you still won't have seen enough. We did it as an add on to Merapi and Borodobur and later regretted not having enough time. Go for sunset for some incredible views. Evocative of Angkor Wat.,1,-,-,1,-,-
84995,Candi Prambanan,Nice Hindustan temple in yogyakarta good history very hot for me,1,-,-,-1,-,-
84996,Candi Prambanan,"One of the great Hindu Temples from Java's great past. Carved details on the exterior reflects the dedication so many had to their religion. Has been eclipsed by Islam and is no longer in use, but the structure reflects a different past. Reality of earthquakes in Indonesia is reflected by the many stones laying about with ongoing restoration work. Glad to have this ancient Temple.",1,-,-,-,-,-
84997,Candi Prambanan,"Beautiful hindu temple. Loked at pictures of how it was in its early years after rediscovered, I can see massive restoration and reconstruction efforts have been done. Still hope they will be able to figure construction of those ruins surrounding the main temples.
To new visitors, I suggest you to take close look to the three main temples: shiva, wishnu and brahm. Go into their centre chambers, observe the shiva, wishnu,brahm statues and find their differences. Also walk around their first platform, observe the figures and see how they are different in each temples.
To the authorities, I hope limitations of stepping on to temple stones applied, considering how the stones of its steps have worn out a bit.",1,-,-,1,-,0
85000,Candi Prambanan,Mezmerizing..mind blowing...love the ambience and atmosphere of such cultural historical and hindu temple from Ancient Nusantara. A must visit place for any tourists.,1,-,-,1,-,-
85001,Candi Prambanan,"I thought im gonna spend here only for one hour, but i spent 3 hours instead. Its a nice place, windy, if you great at taking photos you might get nice view and photos. I travel here alone, take photo alone.",1,-,-,1,-,-
85003,Candi Prambanan,"It was awesome to be there, but i was there whet its rain so a little bit muddy and not to satisfied because its rain that day

-sorry for my bad english:(",1,-,-,-1,-,-
85004,Candi Prambanan,"Candi Prambanan is one of the most popular temple in Yogya and Central Java. The other one is Candi Borobudur.
Candi Prambanan is about 8 km from Adisucipto International Airport Yogyakarta.",1,-,0,-,-,-
85006,Candi Prambanan,"Very impressive architecture, so amazing to see the  restoration work done after almost a thousand years!",1,-,-,-,-,-
85007,Candi Prambanan,"It's a UNESCO Heritage listed sites, and they never fail to please, however as a foreign visitor, coat of entry is IDR337,500 and this gives you access to the temple sites. Surrounding the temple is the most aggressive cash grab including paid for Instagram spots, segways, fairground rides. See it once if you're passing through but I workshop go too often unless you're paying local prices. Can get very busy.",1,-,-,-,0,-
85008,Candi Prambanan,"The prambanan temple is quite big! 
You can touch the stone feel the history.",1,-,-,-,-,-
85010,Candi Prambanan,Very impressive Hindu Temple! A must see if you are in Yogyakarta!,1,-,-,-,-,-
85011,Candi Prambanan,Nice place to spend time with your family. Beautiful Indonesia & wonderful temple.,1,-,-,-,-,-
85014,Candi Prambanan,"Amazing experience visiting the largest Hindu temple in South East Asia. Besides the temple, it's a miniature adventure park too. Lots of activities for kids",1,1,-,-,-,-
85015,Candi Prambanan,I'll come back here one day for another unforgettable beautiful moments,1,-,-,-,-,-
85016,Candi Prambanan,Nice... better go near to sunset time because its very hot if you go in the middle of the day. Even at 10 already supper hot,1,-,-,-1,-,-
85017,Candi Prambanan,"For me, taking one day to explore Prambanan was never enough. There are too many awesome spots to miss. I went to Prambanan by Trans Jogja Bus 1A from Malioboro with IDR 3,500 and from Prambanan bus stop you can walk for about 1 km to Prambanan Temple. The admission fee to Prambanan is IDR 50,000. I suggest you to arrive here very early to avoid the crowded for you to take the awesome pictures.
If you want to go to Ratu Boko Palace, you can also buy the ticket Prambanan+Ratu Boko with IDR 75,000 here. You will be driven from Prambanan to Ratu Boko by bus shuttle and vice versa. Maximum pick up from Ratu Boko to Prambanan is 4pm. 
Food court and souvenirs stores are available as well.",1,1,1,1,0,-
85018,Candi Prambanan,"A very interesting cultural place, that there are so many thing to see, you'll need more than a day to see everything here.",1,-,-,-,-,-
85019,Candi Prambanan,"Very beautiful temple, highly cultural, is not as big and grand like Borobudur, but very rich in story. Best place if u want to learn about Hindu culture in Java",1,-,-,-,-,-
85020,Candi Prambanan,"Many souvenirs shop at the exit gate. Spacious parking. Open everyday, 6 AM to 5 PM. Ticket IDR 50.000 (adult), IDR 25.000 (children), USD 25 (foreigner)",-,1,-,-,0,-
85021,Candi Prambanan,"Cultural heritage sites that have Ramayana stories are very legendary in Indonesian society, there are also Ramayana performances",1,-,-,-,-,-
85022,Candi Prambanan,Great show. Simply unforgettable experience. Would be greater often management could add more text for the storytelling during the show. However it's still a great show. Congratulations,1,-,-,-,-,0
85023,Candi Prambanan,This is a must see for everyone! Grand temples! It's like being transported back in time. Tomb raider meets harry potter vibe. :),1,-,-,-,-,-
85024,Candi Prambanan,"One of the big temple in yogyakarta, it is consist of some small temple, the temple is beautiful with some park around it, but some of the temple was destroyed, maybe because of earthquake(?) if you want to go to this temple, you should go at morning, so you dont get sunburnt. Need at least half or an hour to go this temple from centre of town. Dont forget to take a photo with roro jongrang statue at the biggest temple in the centre of it.",1,1,0,-1,-,-
85025,Candi Prambanan,"One of the Hindu's legacy in Central Java. Elaborately carved and very beautiful. Lots of history... Iconic place, a must visit place",1,-,-,1,-,-
85027,Candi Prambanan,"We liked this better than Borobudur. If you can only see one, I'd go here.",1,-,-,-,-,-
85028,Candi Prambanan,"Been here with my family when I was very little.. and back here on Christmas 2017.. always love visited the temple, but those visited with kids or elders should be careful because the stairs are quite steep and slippery after rain.
Edit : come back here on October 2019, not many things change, but when I came the wind is quite strong, and it brings sands.. so be careful because the sand can enter your eyes..",1,-,-,-1,-,-
85029,Candi Prambanan,"take some guests tour around in here, well organized, clean and have some helping facilities include tour car. the only downside is way too many gift shop at the exit.",1,1,1,1,-,-
85030,Candi Prambanan,"Amazing building from ancient. How could they do that? Even the ruin temple caused of earthquake 2006 can't be repaired untill now.

This photo was in Candi Nandi. East side of Candi Siwa",1,-,-,-,-,-
85032,Candi Prambanan,"Best view. But you must bring water in your bag. Cause water station so far from prambanan temple. Water station near Museum prambanan temple. For HTM weekday, domestik 50.000",1,-1,-,-,0,-
85033,Candi Prambanan,"The temples in this complex are beautiful and despite the fact that they are reconstructed, are still very authentic. The carvings are amazing and the temple complex itself is well set out. My only gripe is that it is quite expensive for foreign tourists at about $AUD35 (at time of writing)",1,-,-,-,-1,-
85034,Candi Prambanan,"A must visit place in Yogya, one of the biggest temple after Borobudur. Nice experience for my kids.",1,-,-,-,-,-
85035,Candi Prambanan,"I bought an extended ticket for local person around 65k IDR, we get a tour for 3 temple, one is prambanan and another 2 in outside of prambanan area using car, the price is included in this service. If you want to walk around prambanan only, it is good choice also. And probably for prambanan temple only, the ticket price will be less than I mentioned above. For abroad tourist will be getting different price (if I may not mistaken).",1,-,-,-,1,-
85036,Candi Prambanan,"Huge, magnificent and historical, make sure to bring umbrella cuz it's hot there, a lot of school students, locals, or even tourist from aboard come here every year, I met some tourist from India who came here to pray",1,-,-,-1,-,-
85037,Candi Prambanan,Beautiful hindu temple made by the sanjaya dinasti,1,-,-,-,-,-
85038,Candi Prambanan,"I hope it gets better each year, please support their rebuild",1,-,-,-,-,-
85039,Candi Prambanan,"Located about half a days journey from Jakarta is this large Hindu temple complex. It is a UNESCO World Heritage site and is over 1,000 years old.",1,-,0,-,-,-
85040,Candi Prambanan,Is a historical place it is really nice place you can go inside the temple and explore inside but the tickets for foreigner is more expensive than the local ticket I highly recommend this place because it is clean and cozy but it can be a little crowded sometimes,1,1,-,1,-1,-
85042,Candi Prambanan,"Amazing place. Should visit during your time in Yogyakarta!

Prambanan is the biggest Hindu temple in Indonesia as well as one of the most beautiful temples in Southeast Asia. According to the inscription of Siwargha plaque, the temple was constructed during the reign of Rakai Pikatan (mid ninth century) of Ancient Mataram Kingdom.

However, due to an inexplicable cause, the center of the government was moved to East Java by the end of the tenth century. As a result, this epic temple was abandoned and left unattended; some parts of the temple were later buried by the volcanic materials spewed by Merapi Volcano. Prambanan then slowly became a dense forest.

Hundreds of years later, the ruins of the temple were discovered. No one knew its history at that time. As a result, the Legend of Roro Jonggrang was born and then passed down from one generation to another.

No serious restoration effort was started until the 1930s and the main temple's restoration was not completed until 1953.

There are around 240 major and minor temples within the Prambanan Temple compound. However, only 18 of that total amount are successfully restored, while the others remain scattered as piles of stones.

Three of the 8 main temples are called the Trimurti (""three forms""). These three temples are dedicated to the three most important deities in Hindu: Brahma the Creator, Vishnu the Preserver and Shiva the Destroyer.

Before the sun sets, the visitors will be inquired to leave the complex by the security officers. However, you can still take incredible sunset pictures in Prambanan Temple from the Shiva Mandala court near the exit of the main temples' courtyard. If your visit coincides with a Ramayana Ballet performance, the main temples will be illuminated with spectacular lights. The lights will help you take incredible shots.",1,-,-,1,-,-
85043,Candi Prambanan,"Ini adalah lokasi favorit saya saat bertandang k Jogja.
This my favorite place at Jogja.
We could see any historical place here. Prambanan is a candi like Borobudur.
The special thing here are the ground around candi.  It's clean and we can so do anything fun that we want to do. Hunting photos, byclling, archery, etc. 
Around candi isn't crowded. So we can enjoy our tour here.

Recommended place",1,1,-,1,-,-
85045,Candi Prambanan,"One of heritage temple in Indonesia, its quite crowd in the weekend. The place has some small temple around it too. Better to visit this temple in the morning cause the sun is getting hotter in the afternoon",1,-,-,-1,-,-
85050,Candi Prambanan,"The best time to visit this temple is sunset. From the city center, you can go by bus or rent a motorbike. Don't forget to bring your camera with you because the sunset here is stunning",1,-,1,1,-,-
85051,Candi Prambanan,A very good historical place. Better u rent a guide there to know a lot of story and things.,1,-,-,-,-,1
85052,Candi Prambanan,"The Prambanan Temple is very attractive site besides Borobudur Temple that you have to visit when you are in Yogyakarta. You can ask the photographers at the location to picture you and friends with the whole angle of Prambanan. The photos you can pay when you closed to exit area. The price is Rp. 20.000,-/photo.",1,-,-,1,0,-
85053,Candi Prambanan,"UNESCO world heritage site, so definitely worth a visit.  Expect to walk around for an hour or two between the three smaller temples and the one large Temple.  Nice for sunset, but I hear sunrise is also nice and less crowded.  The highlight of my visit was definitely the ballet that was held on the grounds later that night- definitely check it out if you have the opportunity!",1,-,-,1,-,-
85054,Candi Prambanan,Historical temple which is still on revalitation. Good guiding from the local guide explain all about this God Siwa's temple,1,-,-,-,-,1
85056,Candi Prambanan,"It's a magnificent place. I was there when Umbrella festivals was held. Crowds of people enjoyed this festival and cultural shows. This place has an easy access to parking lot, neat restrooms (but don't hope too much), and many food stalls whenever festivals are hosted. Often get traffic jammed in the evening (rush hour 4pm-6.30 pm)",1,1,1,1,-,-
85057,Candi Prambanan,These temples are the remain of the kingdom of Rara Jongrang who ordered to her fiance Bandung Bondowoso to make a thousand temples in a single night as a requirement to win her love. These temples named Candi Sewu and located about 800 meters north Prambanan.,1,-,-,-,-,-
85058,Candi Prambanan,"still beautiful after all these years. one of the best candi in Indonesia you can visit. the ticket prices might be different if you are a foreigner, so please visit their website for more info. also get their ramayana ballet show if you could",1,-,-,-,0,-
85059,Candi Prambanan,I went to prambanan when I was trying to meet my idol Suju. My friend and I was super excited for the meet n great.,1,-,-,-,-,-
85061,Candi Prambanan,Great place to see. A great restoration was done in the past and it is a must to see,1,-,-,-,-,-
85062,Candi Prambanan,"this is a good place to vacation, especially who's like enjoying historical relics of Hindus temple
in the environment around the Prambanan temple surrounded by greenery and rides surround the temple by car train
a large parking lot and many souvenir sellers at the exit
don't forget to bring an umbrella when it's hot or cloudy just in case",1,1,-,1,-,-
85063,Candi Prambanan,"The temple complex is quite spacious, you need enough time to visit this place. If",1,-,-,-,-,-
85064,Candi Prambanan,No words for this place... Whole of Ramayana depicted on walls... On its way to restoration.. this is reminiscent of hindu culture and history in Indonesia. A worthy UNESCO world heritage,1,-,-,-,-,-
85066,Candi Prambanan,"Good place to visit on the historic site if you are in Yogyakarta. One of the Unesco recognised site. But too expensive for foreigner, 4 times the price compare to local. Why charge so high on tourists.",1,-,-,-,-1,-
85069,Candi Prambanan,A really great attraction for tourism in Jogjakarta. It is really stunning for sure! Big temple with a lot of reliefs,1,-,-,-,-,-
85070,Candi Prambanan,"One of the most popular tourist attraction in Indonesia. It is a historical places of a religion in Indonesia. The ticket price is around 50.000IDR. With that ticket you can enjoy the whole Prambanan area. Not only the temple, you can see another intersting spot such as music and animal place.",1,-,-,1,0,-
85072,Candi Prambanan,"Beautiful place and another must see when visiting Java. Do not forget to walk towards the smaller temples (approx. 10m one way to see them all) and wear a t-shirt ""no pictures"" as westerner ;-).",1,-,-,-,-,-
85073,Candi Prambanan,Amazing Temple. Use Sunblock or bring your own umbrella. MUST Visit place to take photo or learn about history and culture. You can enjoy other activity.,1,-,-,-,-,-
85074,Candi Prambanan,"there are several hindu and buddhist temples in this complex. however, the main spot should be the prambanan temple and sewu temple. very spacious, walk between prambanan and sewu temple might be too exhausting under the intense heat. however, i think they should reconsider the placement of the exit gate from prambanan temple, as the roundabout path makes the exit gate of the whole complex unnecessarily far and tiring.",1,-,-1,-,-,-
85075,Candi Prambanan,"Never failed to amaze me, i have been coming here since i was a child ... its only getting better",1,-,-,-,-,-
85078,Candi Prambanan,"If you have been to Angkor Wat, Siem Reap. This temple looks exactly the same but better maintained. It still still a must-go attraction in Jogyakarta.",1,-,-,1,-,-
85079,Candi Prambanan,"Great place to visit. Local enterence 50K...great view to see the sunset, or if you driving motorbike you can enjoy sunset in Ratu Boko..",1,-,0,1,0,-
85080,Candi Prambanan,"Masih boleh sih dijadikan pariwisata. But because Borobudur closed by UNESCO. Why not giving better facility, transportation, and history of Prambanan. Much better to make Shadow Doll show.",1,-1,-,-,-,-
85083,Candi Prambanan,"Had a tour of the place given by a senior tour guide of the temple. Learnt much about this Hindu temple and discovered a great many photo spots from him! 
The temple is very hot in the afternoon so be sure to bring along caps and put on sunscreen.",1,-,-,-1,-,-
